,user_id,number_of_ticks,date_created,chapter,book,numberofentriesofbook,numberofusersofbook,product_manning_id,user_owns_book,source,target,next_user,keep_edge
4250,-2021139802,1," ""2019-12-03 08:30:32""", chapter-7,skeet2,36,15,312,0,"skeet2,  chapter-7","teofili,  chapter-2",-2021139802.0,1.0
4627,-2021139802,3," ""2019-12-03 08:32:54""", chapter-2,teofili,312,108,905,1,"teofili,  chapter-2","teofili,  chapter-2",-2021139802.0,1.0
4628,-2021139802,1," ""2019-12-03 08:38:32""", chapter-2,teofili,312,108,905,1,"teofili,  chapter-2","skeet5,  chapter-2",-2021139802.0,1.0
4745,-2021139802,6," ""2019-12-03 08:40:28""", chapter-2,skeet5,1623,600,879,1,"skeet5,  chapter-2","chollet,  chapter-1",-2021139802.0,1.0
4284,-2021139802,4," ""2019-12-03 08:56:06""", chapter-1,chollet,3358,898,869,0,"chollet,  chapter-1","chollet,  chapter-1",-2021139802.0,1.0
4285,-2021139802,4," ""2019-12-03 08:57:37""", chapter-1,chollet,3358,898,869,0,"chollet,  chapter-1","madden,  chapter-5",-2021139802.0,1.0
4252,-2021139802,1," ""2019-12-03 09:07:25""", chapter-5,madden,1026,294,1079,0,"madden,  chapter-5","madden,  chapter-1",-2021139802.0,1.0
4253,-2021139802,1," ""2019-12-03 09:08:03""", chapter-1,madden,1026,294,1079,0,"madden,  chapter-1","madden,  chapter-1",-2021139802.0,1.0
4254,-2021139802,1," ""2019-12-03 09:09:35""", chapter-1,madden,1026,294,1079,0,"madden,  chapter-1","madden,  chapter-1",-2021139802.0,1.0
4255,-2021139802,1," ""2019-12-03 09:16:46""", chapter-1,madden,1026,294,1079,0,"madden,  chapter-1","teofili,  chapter-3",-2021139802.0,1.0
4685,-2021139802,7," ""2019-12-03 10:25:01""", chapter-3,teofili,312,108,905,1,"teofili,  chapter-3","raaijmakers,  chapter-1",-2021139802.0,1.0
4256,-2021139802,1," ""2019-12-03 10:25:42""", chapter-1,raaijmakers,518,209,996,0,"raaijmakers,  chapter-1","riscutia,  chapter-3",-2021139802.0,1.0
4257,-2021139802,1," ""2019-12-03 10:27:18""", chapter-3,riscutia,1263,429,1130,0,"riscutia,  chapter-3","bell,  about-this-book",-2021139802.0,1.0
4258,-2021139802,1," ""2019-12-03 10:27:37""", about-this-book,bell,488,101,810,0,"bell,  about-this-book","riscutia,  chapter-1",-2021139802.0,1.0
4344,-2021139802,2," ""2019-12-03 10:29:54""", chapter-1,riscutia,1263,429,1130,0,"riscutia,  chapter-1","riscutia,  chapter-1",-2021139802.0,1.0
4345,-2021139802,8," ""2019-12-03 10:30:24""", chapter-1,riscutia,1263,429,1130,0,"riscutia,  chapter-1","meeks,  chapter-1",-2021139802.0,1.0
4642,-2021139802,5," ""2019-12-03 11:35:20""", chapter-1,meeks,115,28,599,1,"meeks,  chapter-1","meeks,  chapter-1",-2021139802.0,1.0
4630,-2021139802,2," ""2019-12-03 11:44:59""", chapter-1,meeks,115,28,599,1,"meeks,  chapter-1","meeks,  chapter-1",-2021139802.0,1.0
4629,-2021139802,1," ""2019-12-03 11:45:29""", chapter-1,meeks,115,28,599,1,"meeks,  chapter-1","meeks2,  chapter-2",-2021139802.0,1.0
4631,-2021139802,1," ""2019-12-03 11:59:49""", chapter-2,meeks2,455,93,874,1,"meeks2,  chapter-2","meeks,  chapter-3",-2021139802.0,1.0
4634,-2021139802,4," ""2019-12-03 11:59:50""", chapter-3,meeks,115,28,599,1,"meeks,  chapter-3","meeks,  chapter-3",-2021139802.0,1.0
4636,-2021139802,6," ""2019-12-03 12:01:19""", chapter-3,meeks,115,28,599,1,"meeks,  chapter-3","meeks,  chapter-3",-2021139802.0,1.0
4637,-2021139802,10," ""2019-12-03 12:03:19""", chapter-3,meeks,115,28,599,1,"meeks,  chapter-3","riscutia,  chapter-2",-2021139802.0,1.0
4402,-2021139802,33," ""2019-12-03 13:45:08""", chapter-2,riscutia,1263,429,1130,0,"riscutia,  chapter-2","riscutia,  chapter-2",-2021139802.0,1.0
4260,-2021139802,3," ""2019-12-03 13:45:38""", chapter-2,riscutia,1263,429,1130,0,"riscutia,  chapter-2","shukla,  about-this-book",-2021139802.0,1.0
4261,-2021139802,1," ""2019-12-03 13:49:07""", about-this-book,shukla,392,123,818,0,"shukla,  about-this-book","trask2,  chapter-11",-2021139802.0,1.0
4262,-2021139802,1," ""2019-12-03 14:09:44""", chapter-11,trask2,757,357,800,0,"trask2,  chapter-11","trask2,  chapter-11",-2021139802.0,1.0
4263,-2021139802,7," ""2019-12-03 14:10:14""", chapter-11,trask2,757,357,800,0,"trask2,  chapter-11","chollet,  chapter-2",-2021139802.0,1.0
4693,-2021139802,4," ""2019-12-03 14:18:02""", chapter-2,chollet,3358,898,869,1,"chollet,  chapter-2","chollet,  chapter-2",-2021139802.0,1.0
4692,-2021139802,3," ""2019-12-03 14:19:32""", chapter-2,chollet,3358,898,869,1,"chollet,  chapter-2","chollet,  chapter-2",-2021139802.0,1.0
4264,-2021139802,2," ""2019-12-03 14:20:33""", chapter-2,chollet,3358,898,869,0,"chollet,  chapter-2","munro,  chapter-4",-2021139802.0,1.0
4396,-2021139802,5," ""2019-12-03 14:21:19""", chapter-4,munro,397,117,1159,0,"munro,  chapter-4","munro,  chapter-4",-2021139802.0,1.0
4265,-2021139802,1," ""2019-12-03 14:22:49""", chapter-4,munro,397,117,1159,0,"munro,  chapter-4","munro,  chapter-4",-2021139802.0,1.0
4266,-2021139802,2," ""2019-12-03 14:23:19""", chapter-4,munro,397,117,1159,0,"munro,  chapter-4","riscutia,  chapter-2",-2021139802.0,1.0
4400,-2021139802,4," ""2019-12-03 16:20:31""", chapter-2,riscutia,1263,429,1130,0,"riscutia,  chapter-2","petricek,  chapter-5",-2021139802.0,1.0
4267,-2021139802,1," ""2019-12-03 16:21:40""", chapter-5,petricek,80,40,271,0,"petricek,  chapter-5","petricek,  chapter-5",-2021139802.0,1.0
4268,-2021139802,1," ""2019-12-03 16:22:10""", chapter-5,petricek,80,40,271,0,"petricek,  chapter-5","petricek,  chapter-5",-2021139802.0,1.0
4269,-2021139802,4," ""2019-12-03 16:22:41""", chapter-5,petricek,80,40,271,0,"petricek,  chapter-5","lane,  chapter-2",-2021139802.0,1.0
4671,-2021139802,2," ""2019-12-03 17:03:58""", chapter-2,lane,1417,398,888,1,"lane,  chapter-2","metzgar2,  chapter-1",-2021139802.0,1.0
4813,-2021139802,2," ""2019-12-03 17:58:45""", chapter-1,metzgar2,88,50,1004,1,"metzgar2,  chapter-1","riscutia,  chapter-2",-2021139802.0,1.0
4479,-2021139802,42," ""2019-12-03 20:35:08""", chapter-2,riscutia,1263,429,1130,0,"riscutia,  chapter-2","riscutia,  chapter-2",-2021139802.0,1.0
4513,-2021139802,50," ""2019-12-03 20:35:37""", chapter-2,riscutia,1263,429,1130,0,"riscutia,  chapter-2","veen,  chapter-11",-2021139802.0,1.0
4271,-2021139802,2," ""2019-12-03 20:42:34""", chapter-11,veen,255,62,943,0,"veen,  chapter-11","meeks2,  chapter-2",-2021139802.0,1.0
4632,-2021139802,1," ""2019-12-04 07:11:27""", chapter-2,meeks2,455,93,874,1,"meeks2,  chapter-2","meeks2,  chapter-2",-2021139802.0,1.0
4633,-2021139802,2," ""2019-12-04 07:11:57""", chapter-2,meeks2,455,93,874,1,"meeks2,  chapter-2","meeks,  chapter-3",-2021139802.0,1.0
4635,-2021139802,7," ""2019-12-04 07:15:57""", chapter-3,meeks,115,28,599,1,"meeks,  chapter-3","noback,  chapter-1",-2021139802.0,1.0
4765,-2021139802,3," ""2019-12-04 07:42:27""", chapter-1,noback,1990,336,1172,1,"noback,  chapter-1","lane,  chapter-11",-2021139802.0,1.0
4638,-2021139802,1," ""2019-12-04 07:43:17""", chapter-11,lane,1417,398,888,1,"lane,  chapter-11","meeks,  chapter-4",-2021139802.0,1.0
4639,-2021139802,1," ""2019-12-04 09:20:50""", chapter-4,meeks,115,28,599,1,"meeks,  chapter-4","meeks,  chapter-4",-2021139802.0,1.0
4643,-2021139802,5," ""2019-12-04 09:21:50""", chapter-4,meeks,115,28,599,1,"meeks,  chapter-4","meeks,  chapter-4",-2021139802.0,1.0
4644,-2021139802,20," ""2019-12-04 09:45:36""", chapter-4,meeks,115,28,599,1,"meeks,  chapter-4","meeks,  chapter-4",-2021139802.0,1.0
4641,-2021139802,1," ""2019-12-04 09:49:08""", chapter-4,meeks,115,28,599,1,"meeks,  chapter-4","lauret,  chapter-1",-2021139802.0,1.0
4645,-2021139802,1," ""2019-12-04 10:09:08""", chapter-1,lauret,2604,695,1045,1,"lauret,  chapter-1","lauret,  chapter-9",-2021139802.0,1.0
4709,-2021139802,3," ""2019-12-04 10:09:32""", chapter-9,lauret,2604,695,1045,1,"lauret,  chapter-9","guinard,  chapter-1",-2021139802.0,1.0
4272,-2021139802,1," ""2019-12-04 10:10:31""", chapter-1,guinard,93,23,689,0,"guinard,  chapter-1","guinard,  chapter-1",-2021139802.0,1.0
4273,-2021139802,2," ""2019-12-04 10:12:07""", chapter-1,guinard,93,23,689,0,"guinard,  chapter-1","marmanis,  chapter-7",-2021139802.0,1.0
4340,-2021139802,4," ""2019-12-04 10:13:35""", chapter-7,marmanis,27,16,233,0,"marmanis,  chapter-7","mcilwraith,  chapter-4",-2021139802.0,1.0
4275,-2021139802,2," ""2019-12-04 10:15:58""", chapter-4,mcilwraith,102,47,678,0,"mcilwraith,  chapter-4","mcilwraith,  chapter-4",-2021139802.0,1.0
4274,-2021139802,1," ""2019-12-04 10:16:57""", chapter-4,mcilwraith,102,47,678,0,"mcilwraith,  chapter-4","mcilwraith,  chapter-4",-2021139802.0,1.0
4277,-2021139802,2," ""2019-12-04 10:17:57""", chapter-4,mcilwraith,102,47,678,0,"mcilwraith,  chapter-4","mcilwraith,  chapter-4",-2021139802.0,1.0
4276,-2021139802,1," ""2019-12-04 10:18:28""", chapter-4,mcilwraith,102,47,678,0,"mcilwraith,  chapter-4","mcilwraith,  chapter-4",-2021139802.0,1.0
4278,-2021139802,1," ""2019-12-04 10:19:27""", chapter-4,mcilwraith,102,47,678,0,"mcilwraith,  chapter-4","mcilwraith,  chapter-4",-2021139802.0,1.0
4279,-2021139802,1," ""2019-12-04 10:19:58""", chapter-4,mcilwraith,102,47,678,0,"mcilwraith,  chapter-4","farrell,  chapter-12",-2021139802.0,1.0
4646,-2021139802,2," ""2019-12-04 10:21:16""", chapter-12,farrell,638,126,1039,1,"farrell,  chapter-12","farrell,  chapter-12",-2021139802.0,1.0
4647,-2021139802,1," ""2019-12-04 10:24:26""", chapter-12,farrell,638,126,1039,1,"farrell,  chapter-12","mcilwraith,  chapter-4",-2021139802.0,1.0
4335,-2021139802,3," ""2019-12-04 10:27:24""", chapter-4,mcilwraith,102,47,678,0,"mcilwraith,  chapter-4","mcilwraith,  chapter-1",-2021139802.0,1.0
4280,-2021139802,1," ""2019-12-04 10:28:56""", chapter-1,mcilwraith,102,47,678,0,"mcilwraith,  chapter-1","allaire,  chapter-1",-2021139802.0,1.0
4282,-2021139802,5," ""2019-12-04 10:30:28""", chapter-1,allaire,556,151,1009,0,"allaire,  chapter-1","kopec2,  chapter-1",-2021139802.0,1.0
4283,-2021139802,2," ""2019-12-04 10:35:43""", chapter-1,kopec2,792,337,1073,0,"kopec2,  chapter-1","zumel2,  chapter-1",-2021139802.0,1.0
4648,-2021139802,5," ""2019-12-04 12:02:05""", chapter-1,zumel2,103,71,866,1,"zumel2,  chapter-1","bruce,  about-this-book",-2021139802.0,1.0
4286,-2021139802,1," ""2019-12-04 12:07:34""", about-this-book,bruce,425,159,871,0,"bruce,  about-this-book","richardson3,  chapter-11",-2021139802.0,1.0
4288,-2021139802,2," ""2019-12-04 12:11:39""", chapter-11,richardson3,2909,811,882,0,"richardson3,  chapter-11","richardson3,  chapter-11",-2021139802.0,1.0
4287,-2021139802,2," ""2019-12-04 12:12:08""", chapter-11,richardson3,2909,811,882,0,"richardson3,  chapter-11","cdavis,  chapter-10",-2021139802.0,1.0
4289,-2021139802,1," ""2019-12-04 12:35:26""", chapter-10,cdavis,1455,362,855,0,"cdavis,  chapter-10","cdavis,  chapter-1",-2021139802.0,1.0
4545,-2021139802,2," ""2019-12-04 12:35:57""", chapter-1,cdavis,1455,362,855,0,"cdavis,  chapter-1","cdavis,  chapter-1",-2021139802.0,1.0
4290,-2021139802,1," ""2019-12-04 12:36:59""", chapter-1,cdavis,1455,362,855,0,"cdavis,  chapter-1","cdavis,  chapter-1",-2021139802.0,1.0
4291,-2021139802,1," ""2019-12-04 12:37:33""", chapter-1,cdavis,1455,362,855,0,"cdavis,  chapter-1","brady,  about-this-book",-2021139802.0,1.0
4292,-2021139802,2," ""2019-12-04 13:14:44""", about-this-book,brady,216,52,723,0,"brady,  about-this-book","plunk,  welcome",-2021139802.0,1.0
4293,-2021139802,1," ""2019-12-04 13:20:39""", welcome,plunk,307,124,1188,0,"plunk,  welcome","meeks,  chapter-5",-2021139802.0,1.0
4649,-2021139802,1," ""2019-12-04 13:40:21""", chapter-5,meeks,115,28,599,1,"meeks,  chapter-5","negro,  chapter-7",-2021139802.0,1.0
4650,-2021139802,3," ""2019-12-04 13:48:23""", chapter-7,negro,383,165,1024,1,"negro,  chapter-7","negro,  chapter-2",-2021139802.0,1.0
4651,-2021139802,1," ""2019-12-04 14:08:00""", chapter-2,negro,383,165,1024,1,"negro,  chapter-2","skeet5,  chapter-2",-2021139802.0,1.0
4652,-2021139802,8," ""2019-12-04 15:00:06""", chapter-2,skeet5,1623,600,879,1,"skeet5,  chapter-2","fain3,  chapter-15",-2021139802.0,1.0
4294,-2021139802,1," ""2019-12-04 15:39:31""", chapter-15,fain3,737,225,1069,0,"fain3,  chapter-15","alag,  about-this-book",-2021139802.0,1.0
4295,-2021139802,1," ""2019-12-04 17:16:02""", about-this-book,alag,12,9,25,0,"alag,  about-this-book","fain3,  chapter-1",-2021139802.0,1.0
4296,-2021139802,3," ""2019-12-04 19:38:46""", chapter-1,fain3,737,225,1069,0,"fain3,  chapter-1","fain3,  chapter-1",-2021139802.0,1.0
4299,-2021139802,2," ""2019-12-04 19:56:32""", chapter-1,fain3,737,225,1069,0,"fain3,  chapter-1","elgendy,  chapter-3",-2021139802.0,1.0
4297,-2021139802,1," ""2019-12-04 22:44:14""", chapter-3,elgendy,1502,232,1096,0,"elgendy,  chapter-3","elgendy,  chapter-3",-2021139802.0,1.0
4298,-2021139802,1," ""2019-12-04 22:44:38""", chapter-3,elgendy,1502,232,1096,0,"elgendy,  chapter-3","alag,  chapter-1",-2021139802.0,1.0
4300,-2021139802,2," ""2019-12-05 06:22:03""", chapter-1,alag,12,9,25,0,"alag,  chapter-1","fain3,  chapter-1",-2021139802.0,1.0
4301,-2021139802,1," ""2019-12-05 06:26:16""", chapter-1,fain3,737,225,1069,0,"fain3,  chapter-1","buonanno,  chapter-4",-2021139802.0,1.0
4656,-2021139802,1," ""2019-12-05 06:30:46""", chapter-4,buonanno,639,134,825,1,"buonanno,  chapter-4","meeks,  chapter-8",-2021139802.0,1.0
4657,-2021139802,1," ""2019-12-05 06:32:40""", chapter-8,meeks,115,28,599,1,"meeks,  chapter-8","meeks,  chapter-8",-2021139802.0,1.0
4658,-2021139802,6," ""2019-12-05 06:33:10""", chapter-8,meeks,115,28,599,1,"meeks,  chapter-8","lane,  chapter-2",-2021139802.0,1.0
4684,-2021139802,37," ""2019-12-05 07:34:11""", chapter-2,lane,1417,398,888,1,"lane,  chapter-2","meeks,  chapter-11",-2021139802.0,1.0
4659,-2021139802,2," ""2019-12-05 09:08:13""", chapter-11,meeks,115,28,599,1,"meeks,  chapter-11","abraham,  chapter-4",-2021139802.0,1.0
4302,-2021139802,1," ""2019-12-05 09:09:44""", chapter-4,abraham,728,89,828,0,"abraham,  chapter-4","ghosh2,  chapter-3",-2021139802.0,1.0
4303,-2021139802,1," ""2019-12-05 09:12:45""", chapter-3,ghosh2,436,100,613,0,"ghosh2,  chapter-3","ghosh,  chapter-6",-2021139802.0,1.0
4304,-2021139802,1," ""2019-12-05 09:14:25""", chapter-6,ghosh,36,16,129,0,"ghosh,  chapter-6","urma2,  chapter-1",-2021139802.0,1.0
4305,-2021139802,1," ""2019-12-05 09:21:33""", chapter-1,urma2,2210,500,786,0,"urma2,  chapter-1","koenig2,  about-this-book",-2021139802.0,1.0
4306,-2021139802,2," ""2019-12-05 09:28:04""", about-this-book,koenig2,254,44,193,0,"koenig2,  about-this-book","graingert,  chapter-2",-2021139802.0,1.0
4750,-2021139802,13," ""2019-12-05 09:29:31""", chapter-2,graingert,527,162,1191,1,"graingert,  chapter-2","isaacks,  about-this-book",-2021139802.0,1.0
4307,-2021139802,1," ""2019-12-05 09:31:36""", about-this-book,isaacks,193,53,845,0,"isaacks,  about-this-book","kuhn,  chapter-2",-2021139802.0,1.0
4308,-2021139802,1," ""2019-12-05 09:34:36""", chapter-2,kuhn,316,125,572,0,"kuhn,  chapter-2","buonanno,  chapter-9",-2021139802.0,1.0
4763,-2021139802,2," ""2019-12-05 09:42:28""", chapter-9,buonanno,639,134,825,1,"buonanno,  chapter-9","skeet5,  chapter-2",-2021139802.0,1.0
4747,-2021139802,5," ""2019-12-05 09:45:44""", chapter-2,skeet5,1623,600,879,1,"skeet5,  chapter-2","osherove2,  chapter-2",-2021139802.0,1.0
4309,-2021139802,1," ""2019-12-05 10:11:59""", chapter-2,osherove2,330,101,465,0,"osherove2,  chapter-2","fain3,  chapter-2",-2021139802.0,1.0
4311,-2021139802,5," ""2019-12-05 10:13:07""", chapter-2,fain3,737,225,1069,0,"fain3,  chapter-2","fain3,  chapter-2",-2021139802.0,1.0
4310,-2021139802,1," ""2019-12-05 10:13:45""", chapter-2,fain3,737,225,1069,0,"fain3,  chapter-2","fain3,  chapter-2",-2021139802.0,1.0
4312,-2021139802,2," ""2019-12-05 10:17:16""", chapter-2,fain3,737,225,1069,0,"fain3,  chapter-2","riscutia,  chapter-7",-2021139802.0,1.0
4313,-2021139802,1," ""2019-12-05 10:20:12""", chapter-7,riscutia,1263,429,1130,0,"riscutia,  chapter-7","riscutia,  chapter-3",-2021139802.0,1.0
4339,-2021139802,3," ""2019-12-05 10:29:14""", chapter-3,riscutia,1263,429,1130,0,"riscutia,  chapter-3","riscutia,  appendix-a",-2021139802.0,1.0
4315,-2021139802,1," ""2019-12-05 10:53:16""", appendix-a,riscutia,1263,429,1130,0,"riscutia,  appendix-a","meeks,  chapter-11",-2021139802.0,1.0
4664,-2021139802,1," ""2019-12-05 11:52:32""", chapter-11,meeks,115,28,599,1,"meeks,  chapter-11","meeks,  chapter-11",-2021139802.0,1.0
4665,-2021139802,6," ""2019-12-05 11:53:02""", chapter-11,meeks,115,28,599,1,"meeks,  chapter-11","meeks,  chapter-10",-2021139802.0,1.0
4666,-2021139802,1," ""2019-12-05 11:58:48""", chapter-10,meeks,115,28,599,1,"meeks,  chapter-10","raaijmakers,  chapter-5",-2021139802.0,1.0
4316,-2021139802,2," ""2019-12-05 12:49:21""", chapter-5,raaijmakers,518,209,996,0,"raaijmakers,  chapter-5","thymegobbel,  welcome",-2021139802.0,1.0
4317,-2021139802,1," ""2019-12-05 12:50:08""", welcome,thymegobbel,145,39,998,0,"thymegobbel,  welcome","coates,  chapter-1",-2021139802.0,1.0
4318,-2021139802,4," ""2019-12-05 13:14:34""", chapter-1,coates,69,33,975,0,"coates,  chapter-1","riscutia,  chapter-2",-2021139802.0,1.0
4321,-2021139802,13," ""2019-12-05 13:29:01""", chapter-2,riscutia,1263,429,1130,0,"riscutia,  chapter-2","skeet5,  chapter-5",-2021139802.0,1.0
4711,-2021139802,23," ""2019-12-05 13:34:17""", chapter-5,skeet5,1623,600,879,1,"skeet5,  chapter-5","bakshi,  chapter-14",-2021139802.0,1.0
4319,-2021139802,1," ""2019-12-05 16:48:37""", chapter-14,bakshi,124,76,683,0,"bakshi,  chapter-14","bakshi,  chapter-14",-2021139802.0,1.0
4320,-2021139802,1," ""2019-12-05 16:49:08""", chapter-14,bakshi,124,76,683,0,"bakshi,  chapter-14","bakshi,  chapter-4",-2021139802.0,1.0
4668,-2021139802,2," ""2019-12-05 19:00:47""", chapter-4,bakshi,124,76,683,1,"bakshi,  chapter-4","meeks,  chapter-10",-2021139802.0,1.0
4677,-2021139802,9," ""2019-12-05 19:03:34""", chapter-10,meeks,115,28,599,1,"meeks,  chapter-10","skeet5,  chapter-5",-2021139802.0,1.0
4728,-2021139802,2," ""2019-12-05 20:10:18""", chapter-5,skeet5,1623,600,879,1,"skeet5,  chapter-5","skeet5,  chapter-3",-2021139802.0,1.0
4669,-2021139802,1," ""2019-12-05 20:10:44""", chapter-3,skeet5,1623,600,879,1,"skeet5,  chapter-3","bakshi,  chapter-4",-2021139802.0,1.0
4674,-2021139802,4," ""2019-12-05 20:13:06""", chapter-4,bakshi,124,76,683,1,"bakshi,  chapter-4","bakshi,  chapter-1",-2021139802.0,1.0
4670,-2021139802,12," ""2019-12-05 22:58:40""", chapter-1,bakshi,124,76,683,1,"bakshi,  chapter-1","bakshi,  chapter-2",-2021139802.0,1.0
4672,-2021139802,12," ""2019-12-06 08:32:24""", chapter-2,bakshi,124,76,683,1,"bakshi,  chapter-2","bakshi,  chapter-1",-2021139802.0,1.0
4708,-2021139802,18," ""2019-12-06 08:49:42""", chapter-1,bakshi,124,76,683,1,"bakshi,  chapter-1","bakshi,  chapter-5",-2021139802.0,1.0
4673,-2021139802,5," ""2019-12-06 08:59:53""", chapter-5,bakshi,124,76,683,1,"bakshi,  chapter-5","riscutia,  chapter-2",-2021139802.0,1.0
4401,-2021139802,2," ""2019-12-06 09:14:58""", chapter-2,riscutia,1263,429,1130,0,"riscutia,  chapter-2","riscutia,  chapter-3",-2021139802.0,1.0
4322,-2021139802,1," ""2019-12-06 09:21:31""", chapter-3,riscutia,1263,429,1130,0,"riscutia,  chapter-3","skeet5,  chapter-8",-2021139802.0,1.0
4675,-2021139802,1," ""2019-12-06 09:22:08""", chapter-8,skeet5,1623,600,879,1,"skeet5,  chapter-8","bakshi,  chapter-5",-2021139802.0,1.0
4676,-2021139802,1," ""2019-12-06 10:04:52""", chapter-5,bakshi,124,76,683,1,"bakshi,  chapter-5","gustedt,  chapter-1",-2021139802.0,1.0
4323,-2021139802,1," ""2019-12-06 10:17:05""", chapter-1,gustedt,319,292,1048,0,"gustedt,  chapter-1","skeet5,  chapter-8",-2021139802.0,1.0
4742,-2021139802,3," ""2019-12-06 10:20:33""", chapter-8,skeet5,1623,600,879,1,"skeet5,  chapter-8","petricek2,  about-this-book",-2021139802.0,1.0
4325,-2021139802,1," ""2019-12-06 10:29:48""", about-this-book,petricek2,24,13,522,0,"petricek2,  about-this-book","petricek2,  chapter-5",-2021139802.0,1.0
4326,-2021139802,1," ""2019-12-06 10:31:29""", chapter-5,petricek2,24,13,522,0,"petricek2,  chapter-5","petricek2,  chapter-5",-2021139802.0,1.0
4327,-2021139802,4," ""2019-12-06 10:31:59""", chapter-5,petricek2,24,13,522,0,"petricek2,  chapter-5","osherove2,  chapter-1",-2021139802.0,1.0
4328,-2021139802,1," ""2019-12-06 10:34:44""", chapter-1,osherove2,330,101,465,0,"osherove2,  chapter-1","osherove2,  chapter-2",-2021139802.0,1.0
4329,-2021139802,1," ""2019-12-06 10:36:15""", chapter-2,osherove2,330,101,465,0,"osherove2,  chapter-2","roestenburg,  chapter-1",-2021139802.0,1.0
4330,-2021139802,3," ""2019-12-06 10:37:17""", chapter-1,roestenburg,344,65,486,0,"roestenburg,  chapter-1","roestenburg,  chapter-1",-2021139802.0,1.0
4331,-2021139802,1," ""2019-12-06 10:39:48""", chapter-1,roestenburg,344,65,486,0,"roestenburg,  chapter-1","roestenburg,  chapter-1",-2021139802.0,1.0
4332,-2021139802,1," ""2019-12-06 10:40:49""", chapter-1,roestenburg,344,65,486,0,"roestenburg,  chapter-1","roestenburg,  chapter-1",-2021139802.0,1.0
4333,-2021139802,6," ""2019-12-06 10:41:19""", chapter-1,roestenburg,344,65,486,0,"roestenburg,  chapter-1","roestenburg,  chapter-1",-2021139802.0,1.0
4334,-2021139802,2," ""2019-12-06 10:44:19""", chapter-1,roestenburg,344,65,486,0,"roestenburg,  chapter-1","roestenburg,  chapter-1",-2021139802.0,1.0
4336,-2021139802,7," ""2019-12-06 10:45:19""", chapter-1,roestenburg,344,65,486,0,"roestenburg,  chapter-1","roestenburg,  chapter-1",-2021139802.0,1.0
4337,-2021139802,4," ""2019-12-06 10:51:53""", chapter-1,roestenburg,344,65,486,0,"roestenburg,  chapter-1","petricek2,  chapter-1",-2021139802.0,1.0
4347,-2021139802,6," ""2019-12-06 10:55:21""", chapter-1,petricek2,24,13,522,0,"petricek2,  chapter-1","abraham,  chapter-22",-2021139802.0,1.0
4338,-2021139802,2," ""2019-12-06 10:57:04""", chapter-22,abraham,728,89,828,0,"abraham,  chapter-22","malak,  about-this-book",-2021139802.0,1.0
4346,-2021139802,3," ""2019-12-06 11:04:13""", about-this-book,malak,36,13,673,0,"malak,  about-this-book","graingert,  chapter-2",-2021139802.0,1.0
4680,-2021139802,18," ""2019-12-06 11:49:57""", chapter-2,graingert,527,162,1191,1,"graingert,  chapter-2","skeet5,  chapter-5",-2021139802.0,1.0
4679,-2021139802,1," ""2019-12-06 12:05:15""", chapter-5,skeet5,1623,600,879,1,"skeet5,  chapter-5","graingert,  chapter-2",-2021139802.0,1.0
4681,-2021139802,3," ""2019-12-06 12:10:22""", chapter-2,graingert,527,162,1191,1,"graingert,  chapter-2","graingert,  chapter-2",-2021139802.0,1.0
4682,-2021139802,1," ""2019-12-06 12:48:36""", chapter-2,graingert,527,162,1191,1,"graingert,  chapter-2","hagiwara,  chapter-3",-2021139802.0,1.0
4341,-2021139802,1," ""2019-12-06 12:51:19""", chapter-3,hagiwara,428,135,1131,0,"hagiwara,  chapter-3","hagiwara,  chapter-3",-2021139802.0,1.0
4342,-2021139802,1," ""2019-12-06 12:51:49""", chapter-3,hagiwara,428,135,1131,0,"hagiwara,  chapter-3","hagiwara,  chapter-3",-2021139802.0,1.0
4343,-2021139802,1," ""2019-12-06 12:52:19""", chapter-3,hagiwara,428,135,1131,0,"hagiwara,  chapter-3","bechberger,  chapter-1",-2021139802.0,1.0
4428,-2021139802,4," ""2019-12-06 19:07:28""", chapter-1,bechberger,257,118,1125,0,"bechberger,  chapter-1","bechberger,  chapter-3",-2021139802.0,1.0
4348,-2021139802,1," ""2019-12-06 19:22:39""", chapter-3,bechberger,257,118,1125,0,"bechberger,  chapter-3","bechberger,  chapter-1",-2021139802.0,1.0
4555,-2021139802,20," ""2019-12-06 19:26:20""", chapter-1,bechberger,257,118,1125,0,"bechberger,  chapter-1","teofili,  chapter-2",-2021139802.0,1.0
4697,-2021139802,2," ""2019-12-06 19:38:02""", chapter-2,teofili,312,108,905,1,"teofili,  chapter-2","vinegar,  chapter-2",-2021139802.0,1.0
4773,-2021139802,5," ""2019-12-06 19:50:51""", chapter-2,vinegar,69,19,357,1,"vinegar,  chapter-2","crowther2,  about-this-book",-2021139802.0,1.0
4349,-2021139802,1," ""2019-12-06 19:52:41""", about-this-book,crowther2,59,22,398,0,"crowther2,  about-this-book","dwood,  chapter-11",-2021139802.0,1.0
4350,-2021139802,1," ""2019-12-06 19:53:48""", chapter-11,dwood,33,13,448,0,"dwood,  chapter-11","chollet,  chapter-2",-2021139802.0,1.0
4351,-2021139802,1," ""2019-12-07 05:41:17""", chapter-2,chollet,3358,898,869,0,"chollet,  chapter-2","sick,  welcome",-2021139802.0,1.0
4352,-2021139802,1," ""2019-12-07 06:20:07""", welcome,sick,417,131,1082,0,"sick,  welcome","sick,  chapter-4",-2021139802.0,1.0
